101881,101705,
52038,52133,
47114,47609,
43606,43999,
44295,44188,
46458,44953,
44937,44785,
44636,44867,
44821,44867,
43650,43523,
43561,43614,
43630,43654,
43736,43746,
44271,43800,
43711,43479,
43714,44003,
43660,43444,
43855,43736,
43892,43853,
43963,43952,
